IP,Time,URL,Status,istatus,RT,Method,URL1
10.153.142.176,20-04-2021 06:48,/api/v1/call_campaigns/phone?aid=2274&phone_cid=none&lead_type_id=1,304,0,0.033,GET ,/api/v1/call_campaigns/phone
10.159.242.8,20-04-2021 06:48,/api/v1/call_campaigns/phone?aid=2268&phone_cid=default&lead_type_id=2,304,0,0.032,GET ,/api/v1/call_campaigns/phone
10.153.142.176,20-04-2021 06:48,/api/v1/quotecalls/direct_post,200,39,0.04,POST ,/api/v1/quotecalls/direct_post
10.187.76.239,20-04-2021 06:48,/api/v1/forms/sell_form_lead?id=5990424&priority=10,200,38,0.055,GET ,/api/v1/forms/sell_form_lead
10.159.242.8,20-04-2021 06:48,/api/v1/ping?zip=75165&lead_type_id=4&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0a9d&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=37&filters%5Blife_applicant_age%5D=37&filters%5Bauto_lead_driver_age%5D=37&filters%5Bauto_driver_age_min_max%5D=37&filters%5Bauto_continuous_insurance%5D=1&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,242,0.087,GET ,/api/v1/ping
10.187.76.239,20-04-2021 06:48,/api/v1/call_campaigns/phone?aid=64&phone_cid=default&lead_type_id=10,200,35,0.03,GET ,/api/v1/call_campaigns/phone
10.159.242.8,20-04-2021 06:48,/api/v1/ping?zip=89110&lead_type_id=2&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0a40&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=69&filters%5Blife_applicant_age%5D=69&filters%5Bauto_lead_driver_age%5D=69&filters%5Bauto_driver_age_min_max%5D=69&filters%5Bauto_continuous_insurance%5D=2&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,75,0.063,GET ,/api/v1/ping
10.153.142.176,20-04-2021 06:48,/api/v1/quotecalls/direct_post,200,39,0.046,POST ,/api/v1/quotecalls/direct_post
10.187.76.239,20-04-2021 06:48,/api/v1/lead_validation?token=qwertyuiopasdfghjklzxcvbnm123456&scrub=1&turbo=1&phone=8185817038&verify_email=1&email=Martinezmel03@gmail.com,200,696,0.042,GET ,/api/v1/lead_validation
10.159.242.8,20-04-2021 06:48,/api/v1/ping?zip=77078&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e09b3&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=51&filters%5Blife_applicant_age%5D=51&filters%5Bauto_lead_driver_age%5D=51&filters%5Bauto_driver_age_min_max%5D=51&filters%5Bauto_continuous_insurance%5D=4&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=1&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.074,GET ,/api/v1/ping
10.153.142.176,20-04-2021 06:48,/api/v1/ping?zip=48198&lead_type_id=1&exclusive=0&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12202&source_id=43819142631&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=0&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=36&filters%5Blife_applicant_age%5D=36&filters%5Bauto_lead_driver_age%5D=36&filters%5Bauto_driver_age_min_max%5D=36&filters%5Bauto_continuous_insurance%5D=0&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.06,GET ,/api/v1/ping
10.187.76.239,20-04-2021 06:48,/api/lead_dispositions?key=yhQwEoXKZU4y8RntnibxFmoy29UJqArr,200,728,0.036,GET ,/api/lead_dispositions
10.187.76.239,20-04-2021 06:48,/api/v1/ping?zip=98312&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e096d&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=0&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=34&filters%5Blife_applicant_age%5D=34&filters%5Bauto_lead_driver_age%5D=34&filters%5Bauto_driver_age_min_max%5D=34&filters%5Bauto_continuous_insurance%5D=2&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.054,GET ,/api/v1/ping
10.159.242.8,20-04-2021 06:48,/api/v1/ping?zip=80134&lead_type_id=1&exclusive=1&insco=Esurance&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e096d&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=0&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=23&filters%5Blife_applicant_age%5D=23&filters%5Bauto_lead_driver_age%5D=23&filters%5Bauto_driver_age_min_max%5D=23&filters%5Bauto_continuous_insurance%5D=2&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.058,GET ,/api/v1/ping
10.153.142.176,20-04-2021 06:48,/api/v1/ping?zip=94515&lead_type_id=10&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12020&source_id=NCQ1ZD&filters%5Binsured%5D=0&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=70&filters%5Blife_applicant_age%5D=70&filters%5Bauto_lead_driver_age%5D=70&filters%5Bauto_driver_age_min_max%5D=70&filters%5Bauto_continuous_insurance%5D=0&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.061,GET ,/api/v1/ping
10.187.76.239,20-04-2021 06:48,/api/v1/call_campaigns/phone?aid=892&phone_cid=default&lead_type_id=1,304,0,0.029,GET ,/api/v1/call_campaigns/phone
10.187.76.239,20-04-2021 06:48,/api/v1/forms/sell_form_lead?id=5990425&priority=10,200,38,0.053,GET ,/api/v1/forms/sell_form_lead
10.159.242.8,20-04-2021 06:48,/api/v1/clicks/listings?zip=43614&click_type_id=1&device_type=mobile&filters=%7B%3Ahome_owner%3D%3E%22No%22%2C%20%3Agender%3D%3E%22Male%22%2C%20%3Amarried%3D%3E%22No%22%2C%20%3Aage%3D%3E%2221-24%22%2C%20%3Acurrently_insured%3D%3E%22No%22%2C%20%3Alicense_status%3D%3E%22Active%22%2C%20%3Ayears_licensed%3D%3E%22Unknown%22%2C%20%3Aeducation%3D%3E%22Associate%20Degree%22%2C%20%3Avehicle_count%3D%3E%22Single%22%2C%20%3Anumber_of_drivers%3D%3E%22Single%22%2C%20%3Aincidents%3D%3E%22No%22%2C%20%3Anumber_of_major_incidents%3D%3E%22None%22%2C%20%3Anumber_of_minor_incidents%3D%3E%22None%22%2C%20%3Anumber_of_dui%3D%3E%22None%22%2C%20%3Alicense_suspension%3D%3E%22No%22%2C%20%3Asr_22%3D%3E%22No%22%2C%20%3Acontinuous_insurance%3D%3E%22Unknown%22%2C%20%3Acredit_rating%3D%3E%22Good%22%2C%20%3Arequested_coverage%3D%3E%22Unknown%22%2C%20%3Asource_type%3D%3E%22Paid%20Search%22%7D&pingpost=true&user_id=10268,200,14,0.033,GET ,/api/v1/clicks/listings
10.153.142.176,20-04-2021 06:48,/api/v1/clicks/listings?zip=43614&click_type_id=1&device_type=mobile&filters=%7B%3Ahome_owner%3D%3E%22No%22%2C%20%3Agender%3D%3E%22Male%22%2C%20%3Amarried%3D%3E%22No%22%2C%20%3Aage%3D%3E%2221-24%22%2C%20%3Acurrently_insured%3D%3E%22No%22%2C%20%3Alicense_status%3D%3E%22Active%22%2C%20%3Ayears_licensed%3D%3E%22Unknown%22%2C%20%3Aeducation%3D%3E%22Associate%20Degree%22%2C%20%3Avehicle_count%3D%3E%22Single%22%2C%20%3Anumber_of_drivers%3D%3E%22Single%22%2C%20%3Aincidents%3D%3E%22No%22%2C%20%3Anumber_of_major_incidents%3D%3E%22None%22%2C%20%3Anumber_of_minor_incidents%3D%3E%22None%22%2C%20%3Anumber_of_dui%3D%3E%22None%22%2C%20%3Alicense_suspension%3D%3E%22No%22%2C%20%3Asr_22%3D%3E%22No%22%2C%20%3Acontinuous_insurance%3D%3E%22Unknown%22%2C%20%3Acredit_rating%3D%3E%22Good%22%2C%20%3Arequested_coverage%3D%3E%22Unknown%22%2C%20%3Asource_type%3D%3E%22Paid%20Search%22%7D&pingpost=true&user_id=14176,200,14,0.033,GET ,/api/v1/clicks/listings
10.187.76.239,20-04-2021 06:48,/api/v1/clicks/listings?zip=43614&click_type_id=1&device_type=mobile&filters=%7B%3Ahome_owner%3D%3E%22No%22%2C%20%3Agender%3D%3E%22Male%22%2C%20%3Amarried%3D%3E%22No%22%2C%20%3Aage%3D%3E%2221-24%22%2C%20%3Acurrently_insured%3D%3E%22No%22%2C%20%3Alicense_status%3D%3E%22Active%22%2C%20%3Ayears_licensed%3D%3E%22Unknown%22%2C%20%3Aeducation%3D%3E%22Associate%20Degree%22%2C%20%3Avehicle_count%3D%3E%22Single%22%2C%20%3Anumber_of_drivers%3D%3E%22Single%22%2C%20%3Aincidents%3D%3E%22No%22%2C%20%3Anumber_of_major_incidents%3D%3E%22None%22%2C%20%3Anumber_of_minor_incidents%3D%3E%22None%22%2C%20%3Anumber_of_dui%3D%3E%22None%22%2C%20%3Alicense_suspension%3D%3E%22No%22%2C%20%3Asr_22%3D%3E%22No%22%2C%20%3Acontinuous_insurance%3D%3E%22Unknown%22%2C%20%3Acredit_rating%3D%3E%22Good%22%2C%20%3Arequested_coverage%3D%3E%22Unknown%22%2C%20%3Asource_type%3D%3E%22Paid%20Search%22%7D&pingpost=true&user_id=22967,200,14,0.033,GET ,/api/v1/clicks/listings
10.153.142.176,20-04-2021 06:48,/api/profiles/david-schure.json?key=yhQwEoXKZU4y8RntnibxFmoy29UJqArr,200,1497,0.043,GET ,/api/profiles/david-schure.json
10.159.242.8,20-04-2021 06:48,/api/v1/clicks/listings,200,14,0.033,POST ,/api/v1/clicks/listings
10.187.76.239,20-04-2021 06:48,/api/v1/quotecalls/direct_post,200,39,0.045,POST ,/api/v1/quotecalls/direct_post
10.159.242.8,20-04-2021 06:48,/api/v1/ping?zip=66104&lead_type_id=1&exclusive=1&insco=American%20Family%20Insurance&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e09b6&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=39&filters%5Blife_applicant_age%5D=39&filters%5Bauto_lead_driver_age%5D=39&filters%5Bauto_driver_age_min_max%5D=39&filters%5Bauto_continuous_insurance%5D=4&filters%5Bauto_lead_credit_rating%5D=4&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.058,GET ,/api/v1/ping
10.153.142.176,20-04-2021 06:48,/api/v1/ping?zip=97471&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12020&source_id=%7BLead_ID%7D&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=55&filters%5Blife_applicant_age%5D=55&filters%5Bauto_lead_driver_age%5D=55&filters%5Bauto_driver_age_min_max%5D=55&filters%5Bauto_continuous_insurance%5D=4&filters%5Bauto_lead_credit_rating%5D=1&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.056,GET ,/api/v1/ping
10.187.76.239,20-04-2021 06:48,/api/v1/ping?zip=90503&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e03e0&filters%5Binsured%5D=0&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=0&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=35&filters%5Blife_applicant_age%5D=35&filters%5Bauto_lead_driver_age%5D=35&filters%5Bauto_driver_age_min_max%5D=35&filters%5Bauto_continuous_insurance%5D=0&filters%5Bauto_lead_credit_rating%5D=1&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.065,GET ,/api/v1/ping
10.187.76.239,20-04-2021 06:48,/api/v1/ping?zip=34479&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0871&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=82&filters%5Blife_applicant_age%5D=82&filters%5Bauto_lead_driver_age%5D=82&filters%5Bauto_driver_age_min_max%5D=82&filters%5Bauto_continuous_insurance%5D=4&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.06,GET ,/api/v1/ping
10.159.242.8,20-04-2021 06:48,/api/v1/ping?zip=45410&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0871&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=0&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=49&filters%5Blife_applicant_age%5D=49&filters%5Bauto_lead_driver_age%5D=49&filters%5Bauto_driver_age_min_max%5D=49&filters%5Bauto_continuous_insurance%5D=4&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.059,GET ,/api/v1/ping
10.153.142.176,20-04-2021 06:48,/api/v1/ping?zip=32174&lead_type_id=2&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e03e0&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=66&filters%5Blife_applicant_age%5D=66&filters%5Bauto_lead_driver_age%5D=66&filters%5Bauto_driver_age_min_max%5D=66&filters%5Bauto_continuous_insurance%5D=4&filters%5Bauto_lead_credit_rating%5D=4&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,242,0.264,GET ,/api/v1/ping
10.187.76.239,20-04-2021 06:48,/api/v1/call_campaigns/phone?aid=2334&phone_cid=none&lead_type_id=1,304,0,0.037,GET ,/api/v1/call_campaigns/phone
10.159.242.8,20-04-2021 06:48,/api/v1/clicks/listings,200,14,0.037,POST ,/api/v1/clicks/listings
10.153.142.176,20-04-2021 06:48,/api/v1/call_campaigns/phone?aid=2060&phone_cid=default&lead_type_id=1,200,35,0.03,GET ,/api/v1/call_campaigns/phone
10.187.76.239,20-04-2021 06:48,/api/v1/clicks/listings?zip=90044&click_type_id=1&device_type=mobile&filters=%7B%3Ahome_owner%3D%3E%22No%22%2C%20%3Agender%3D%3E%22Female%22%2C%20%3Amarried%3D%3E%22No%22%2C%20%3Aage%3D%3E%2235-44%22%2C%20%3Acurrently_insured%3D%3E%22Yes%22%2C%20%3Alicense_status%3D%3E%22Active%22%2C%20%3Ayears_licensed%3D%3E%22Unknown%22%2C%20%3Aeducation%3D%3E%22Associate%20Degree%22%2C%20%3Avehicle_count%3D%3E%22Single%22%2C%20%3Anumber_of_drivers%3D%3E%22Single%22%2C%20%3Aincidents%3D%3E%22No%22%2C%20%3Anumber_of_major_incidents%3D%3E%22None%22%2C%20%3Anumber_of_minor_incidents%3D%3E%22None%22%2C%20%3Anumber_of_dui%3D%3E%22None%22%2C%20%3Alicense_suspension%3D%3E%22No%22%2C%20%3Asr_22%3D%3E%22No%22%2C%20%3Acontinuous_insurance%3D%3E%221-2%20years%22%2C%20%3Acredit_rating%3D%3E%22Good%22%2C%20%3Arequested_coverage%3D%3E%22Unknown%22%2C%20%3Asource_type%3D%3E%22Internal%20SEO%22%7D&pingpost=true&user_id=10268,200,14,0.033,GET ,/api/v1/clicks/listings
10.153.142.176,20-04-2021 06:48,/api/v1/clicks/listings?zip=90044&click_type_id=1&device_type=mobile&filters=%7B%3Ahome_owner%3D%3E%22No%22%2C%20%3Agender%3D%3E%22Female%22%2C%20%3Amarried%3D%3E%22No%22%2C%20%3Aage%3D%3E%2235-44%22%2C%20%3Acurrently_insured%3D%3E%22Yes%22%2C%20%3Alicense_status%3D%3E%22Active%22%2C%20%3Ayears_licensed%3D%3E%22Unknown%22%2C%20%3Aeducation%3D%3E%22Associate%20Degree%22%2C%20%3Avehicle_count%3D%3E%22Single%22%2C%20%3Anumber_of_drivers%3D%3E%22Single%22%2C%20%3Aincidents%3D%3E%22No%22%2C%20%3Anumber_of_major_incidents%3D%3E%22None%22%2C%20%3Anumber_of_minor_incidents%3D%3E%22None%22%2C%20%3Anumber_of_dui%3D%3E%22None%22%2C%20%3Alicense_suspension%3D%3E%22No%22%2C%20%3Asr_22%3D%3E%22No%22%2C%20%3Acontinuous_insurance%3D%3E%221-2%20years%22%2C%20%3Acredit_rating%3D%3E%22Good%22%2C%20%3Arequested_coverage%3D%3E%22Unknown%22%2C%20%3Asource_type%3D%3E%22Internal%20SEO%22%7D&pingpost=true&user_id=15363,200,14,0.034,GET ,/api/v1/clicks/listings
10.159.242.8,20-04-2021 06:48,/api/v1/ping?zip=35404&lead_type_id=4&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e0a47&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=54&filters%5Blife_applicant_age%5D=54&filters%5Bauto_lead_driver_age%5D=54&filters%5Bauto_driver_age_min_max%5D=54&filters%5Bauto_continuous_insurance%5D=3&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,242,0.074,GET ,/api/v1/ping
10.187.76.239,20-04-2021 06:48,/api/v1/clicks/listings,200,14,0.033,POST ,/api/v1/clicks/listings
10.153.142.176,20-04-2021 06:48,/api/v1/ping?zip=67661&lead_type_id=10&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12020&source_id=u6gVy5nRr4UBz3bJq2fCv1JD&filters%5Binsured%5D=0&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=78&filters%5Blife_applicant_age%5D=78&filters%5Bauto_lead_driver_age%5D=78&filters%5Bauto_driver_age_min_max%5D=78&filters%5Bauto_continuous_insurance%5D=0&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.069,GET ,/api/v1/ping
10.159.242.8,20-04-2021 06:48,/api/v1/clicks/listings,200,14,0.064,POST ,/api/v1/clicks/listings
10.187.76.239,20-04-2021 06:48,/api/v1/call_campaigns/phone?aid=2334&phone_cid=none&lead_type_id=1,304,0,0.032,GET ,/api/v1/call_campaigns/phone
10.159.242.8,20-04-2021 06:48,/api/v1/ping?zip=97504&lead_type_id=10&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12020&source_id=5351&filters%5Binsured%5D=0&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=67&filters%5Blife_applicant_age%5D=67&filters%5Bauto_lead_driver_age%5D=67&filters%5Bauto_driver_age_min_max%5D=67&filters%5Bauto_continuous_insurance%5D=0&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.266,GET ,/api/v1/ping
10.153.142.176,20-04-2021 06:48,/api/profiles.json?key=yhQwEoXKZU4y8RntnibxFmoy29UJqArr&service_id=4&zip=78045,200,58,0.06,GET ,/api/profiles.json
10.136.110.174,20-04-2021 06:48,/api/v1/clicks/track?listing_id=290496063,302,1152,0.116,GET ,/api/v1/clicks/track
10.187.76.239,20-04-2021 06:48,/api/v1/ping?zip=77505&lead_type_id=1&exclusive=1&insco=Other&email=email%40domain.com&inhouse_lead=0&tier1=0&tier2=0&partner_id=12003&source_id=1672&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=46&filters%5Blife_applicant_age%5D=46&filters%5Bauto_lead_driver_age%5D=46&filters%5Bauto_driver_age_min_max%5D=46&filters%5Bauto_continuous_insurance%5D=3&filters%5Bauto_lead_credit_rating%5D=1&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.077,GET ,/api/v1/ping
10.159.242.8,20-04-2021 06:48,/api/v1/ping?zip=19540&lead_type_id=1&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12231&source_id=3e03ea&filters%5Binsured%5D=1&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=0&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=40&filters%5Blife_applicant_age%5D=40&filters%5Bauto_lead_driver_age%5D=40&filters%5Bauto_driver_age_min_max%5D=40&filters%5Bauto_continuous_insurance%5D=1&filters%5Bauto_lead_credit_rating%5D=1&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.058,GET ,/api/v1/ping
10.187.76.239,20-04-2021 06:48,/api/v1/ping?zip=39180&lead_type_id=4&exclusive=1&insco=Other&email=&inhouse_lead=0&tier1=0&tier2=0&partner_id=12003&source_id=&filters%5Binsured%5D=0&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=32&filters%5Blife_applicant_age%5D=32&filters%5Bauto_lead_driver_age%5D=32&filters%5Bauto_driver_age_min_max%5D=32&filters%5Bauto_continuous_insurance%5D=0&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=1&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,242,0.096,GET ,/api/v1/ping
10.153.142.176,20-04-2021 06:48,/api/v1/ping?zip=75052&lead_type_id=5&exclusive=1&insco=Other&email=email%40domain.com&inhouse_lead=0&tier1=0&tier2=0&partner_id=12003&source_id=1197&filters%5Binsured%5D=0&filters%5Bno_majors%5D=1&filters%5Bhomeowner%5D=1&filters%5Bno_claims%5D=1&filters%5Bno_preexisting_health%5D=1&filters%5Bno_preexisting_life%5D=1&filters%5Bhealth_applicant_age%5D=55&filters%5Blife_applicant_age%5D=55&filters%5Bauto_lead_driver_age%5D=55&filters%5Bauto_driver_age_min_max%5D=55&filters%5Bauto_continuous_insurance%5D=0&filters%5Bauto_lead_credit_rating%5D=3&filters%5Bmultiple_vehicles%5D=0&filters%5Bfinal_expense%5D=0&filters%5Bmobile_home%5D=Single%20Family&filters%5Bsf_agency_auto%5D=0&filters%5Bsf_agency_home%5D=0,200,76,0.295,GET ,/api/v1/ping
